"year","Mortality.x","Mortality.y","Mortality.x.x","Mortality.y.y","ISO"
2006,28.87675474,23.08501612,14.86022633,103,NA
2007,27.23250045,21.79278443,13.98935226,100,NA
2008,26.74574967,20.93439293,13.19101495,98,NA
2009,24.28367759,19.45171943,12.37586466,94,NA
2010,23.05272608,18.41800703,11.71176047,91,NA
2011,21.85175207,17.45388243,11.01962223,88,NA
2012,20.72919893,16.56348696,10.46044156,85,NA
2013,19.70590556,15.7733798,9.895657548,82,NA
2014,18.77191938,15.00172021,9.367035226,79,NA
2015,17.87619197,14.30805376,8.898620158,77,NA
2016,17.057941,13.64528578,8.498150237,75,NA
2017,16.33448573,13.05515936,8.113768796,73,NA
2018,15.63312279,12.47276454,7.740154977,NA,NA
2019,15.02301557,11.99486019,7.377933505,NA,NA
2000,78.86303352,57.75459926,36.48669404,326,NA
2001,75.69655255,55.68720298,35.3969298,315,NA
2002,72.57654667,53.65313589,34.29059676,304,NA
2003,69.62739861,51.75645537,33.21844339,292,NA
2004,67.24715204,50.03635684,32.18496355,280,NA
2005,64.01128447,48.06140234,31.23743756,264,NA
2006,61.31288491,46.29688543,30.27516232,250,NA
2007,58.65882832,44.54735104,29.36373208,236,NA
2008,56.43563674,42.96834484,28.50826388,224,NA
2009,53.35900097,41.03555068,27.60369161,213,NA
2010,51.32032584,39.54141204,26.68056052,202,NA
2011,48.39942738,37.78822996,25.78679233,191,NA
2012,46.28189711,36.31557687,24.92738202,182,NA
2013,44.22642571,34.88359753,24.07954151,174,NA
2014,42.29333022,33.56873239,23.26707421,166,NA
2015,40.44694854,32.23468653,22.53353803,159,NA
2016,38.734838,31.05078314,21.81847942,152,NA
2017,36.99263051,29.84934219,21.10948157,147,NA
2018,35.44290577,28.73565959,20.44127972,NA,NA
2019,34.045433,27.68605044,19.66854435,NA,NA
2000,39.4,31.3,20.1,114,NA
2001,37.3,29.6,19.1,111,NA
2002,35.1,27.9,18.1,108,NA
2003,33,26.3,17,105,NA
2004,31.9,25,16,104,NA
2005,29.1,23.2,15,100,NA
2006,27.4,21.8,14.1,97,NA
2007,25.8,20.6,13.2,94,NA
2008,25.4,19.8,12.5,93,NA
2009,23,18.4,11.7,89,NA
2010,21.8,17.5,11.1,86,NA
2011,20.7,16.6,10.5,83,NA
2012,19.7,15.7,9.9,80,NA
2013,18.7,15,9.4,78,NA
2014,17.8,14.3,8.9,75,NA
2015,17,13.6,8.5,73,NA
2016,16.3,13,8.1,71,NA
2017,15.6,12.4,7.7,69,NA
2018,14.9,11.9,7.4,NA,NA
2019,14.3,11.5,7.1,NA,NA
2000,35.92609411,29.66154646,16.90193447,45,NA
2001,33.61145104,27.90783362,16.08901168,43,NA
2002,31.29883762,26.12291157,15.17713919,42,NA
2003,29.13894691,24.4269964,14.29844365,40,NA
2004,27.07914163,22.815656,13.53358929,38,NA
2005,25.21311598,21.32131615,12.79147533,36,NA
2006,23.5190167,19.96548654,12.10684442,33,NA
2007,21.95128699,18.73682768,11.38430405,31,NA
2008,20.57151048,17.60067164,10.61397629,29,NA
2009,19.35709156,16.56050392,9.963380317,27,NA
2010,18.25941589,15.6579693,9.421742687,26,NA
2011,17.28646693,14.83866011,8.93022626,24,NA
2012,16.39474394,14.1119825,8.446715024,23,NA
2013,15.53401281,13.38463092,8.006534654,22,NA
2014,14.72480112,12.69359038,7.568546364,21,NA
2015,13.94597205,11.9906252,7.14205898,20,NA
2016,13.17427398,11.39509884,6.734705111,20,NA
2017,12.50652343,10.7691165,6.44286134,19,NA
2018,11.89695796,10.28174227,6.116432284,NA,NA
2019,11.34407786,9.798575221,5.851039162,NA,NA
2000,21.2,17.5,10.2,27,NA
2001,19.9,16.5,9.8,26,NA
2002,18.7,15.6,9.3,25,NA
2003,17.5,14.7,8.8,24,NA
2004,16.4,13.8,8.4,23,NA
2005,15.4,13,8,22,NA
2006,14.5,12.3,7.6,21,NA
2007,13.7,11.6,7.2,20,NA
2008,13,11,6.8,19,NA
2009,12.3,10.5,6.4,18,NA
2010,11.7,10,6.2,17,NA
2011,11.2,9.6,5.9,16,NA
2012,10.8,9.2,5.7,15,NA
2013,10.3,8.8,5.4,15,NA
2014,9.9,8.4,5.2,14,NA
2015,9.4,8.1,5,14,NA
2016,9,7.7,4.8,13,NA
2017,8.6,7.4,4.6,13,NA
2018,8.3,7.1,4.4,NA,NA
2019,7.9,6.8,4.2,NA,NA
2000,29.5,24.7,14.1,122,"ECU"
2001,28,23.4,13.4,117,"ECU"
2002,26.6,22.4,12.7,110,"ECU"
2003,25.4,21.5,12.1,100,"ECU"
2004,24.4,20.7,11.6,94,"ECU"
2005,23.5,19.9,11.1,94,"ECU"
2006,22.6,19.2,10.6,90,"ECU"
2007,21.7,18.5,10.2,85,"ECU"
2008,20.8,17.7,9.7,82,"ECU"
2009,19.9,17,9.3,80,"ECU"
2010,19,16.3,8.9,78,"ECU"
2011,18.1,15.6,8.5,76,"ECU"
2012,17.3,14.9,8.1,71,"ECU"
2013,16.6,14.3,7.8,67,"ECU"
2014,15.9,13.7,7.5,65,"ECU"
2015,15.4,13.2,7.3,63,"ECU"
2016,14.8,12.8,7.1,61,"ECU"
2017,14.4,12.4,6.9,59,"ECU"
2018,13.9,12,6.9,NA,"ECU"
2019,13.4,11.6,6.8,NA,"ECU"
2000,46.6,37.1,22.4,64,"EGY"
2001,43.9,35.2,21.7,63,"EGY"
2002,41.5,33.5,21,60,"EGY"
2003,39.4,32,20.3,57,"EGY"
2004,37.5,30.6,19.7,54,"EGY"
2005,35.7,29.3,19,52,"EGY"
2006,34.2,28.2,18.2,50,"EGY"
2007,32.7,27.1,17.5,47,"EGY"
2008,31.3,26,16.7,45,"EGY"
2009,29.9,25,16,45,"EGY"
2010,28.7,24,15.2,45,"EGY"
2011,27.5,23.1,14.6,42,"EGY"
2012,26.3,22.2,13.9,42,"EGY"
2013,25.3,21.3,13.4,40,"EGY"
2014,24.3,20.5,12.8,39,"EGY"
2015,23.3,19.8,12.3,39,"EGY"
2016,22.5,19.1,11.9,38,"EGY"
2017,21.7,18.5,11.5,37,"EGY"
2018,20.9,17.8,11.1,NA,"EGY"
2019,20.1,17.2,10.7,NA,"EGY"
2000,5.801598771,4.696466531,3.152059247,8,NA
2001,5.595208826,4.516125961,3.008281521,7,NA
2002,5.374208298,4.340624687,2.955245655,7,NA
2003,5.177697785,4.193157965,2.844436145,7,NA
2004,5.017875049,4.004423378,2.736419126,7,NA
2005,4.814012671,3.869427271,2.637881109,7,NA
2006,4.649138011,3.77414197,2.575700773,6,NA
2007,4.521799796,3.652889576,2.489068151,6,NA
2008,4.405105282,3.552001682,2.440014156,6,NA
2009,4.298837622,3.43715676,2.411067096,6,NA
2010,4.168126408,3.380913801,2.330703398,6,NA
2011,4.093434035,3.310764644,2.320738262,6,NA
2012,3.991256585,3.260382246,2.30044028,6,NA
2013,3.942226621,3.190569679,2.26545563,6,NA
2014,3.901165475,3.164692289,2.285227329,5,NA
2015,3.859778452,3.163566443,2.251269283,5,NA
2016,3.834500342,3.145748634,2.271070292,5,NA
2017,3.829540151,3.148052166,2.273152801,5,NA
2018,3.789841401,3.122405327,2.247932994,NA,NA
2019,3.724084963,3.09880315,2.236532944,NA,NA
2000,85.2,56.1,27,1280,"ERI"
2001,81.1,53.8,26.5,1180,"ERI"
2002,77.3,51.6,26.1,1130,"ERI"
2003,73.8,49.6,25.6,1060,"ERI"
2004,70.5,47.8,25.2,938,"ERI"
2005,67.5,46.1,24.7,804,"ERI"
2006,64.6,44.5,24.2,705,"ERI"
2007,61.9,43,23.7,635,"ERI"
2008,59.4,41.5,23.2,605,"ERI"
2009,57.1,40.2,22.6,583,"ERI"
2010,55.1,39,22.1,567,"ERI"
2011,53.1,37.9,21.5,558,"ERI"
2012,51.2,36.8,21.1,549,"ERI"
2013,49.5,35.8,20.6,540,"ERI"
2014,47.9,34.9,20.2,530,"ERI"
2015,46.3,34,19.7,518,"ERI"
2016,44.8,33.1,19.3,498,"ERI"
2017,43.3,32.2,18.9,480,"ERI"
2018,41.9,31.3,18.5,NA,"ERI"
2019,40.6,30.5,18.1,NA,"ERI"
2000,5.4,4.4,2.8,5,"ESP"
2001,5.3,4.3,2.7,5,"ESP"
2002,5.1,4.2,2.7,5,"ESP"
2003,5,4.1,2.6,5,"ESP"
2004,4.9,3.9,2.5,5,"ESP"
2005,4.7,3.8,2.4,5,"ESP"
2006,4.5,3.7,2.3,4,"ESP"
2007,4.4,3.6,2.2,4,"ESP"
2008,4.2,3.4,2.2,4,"ESP"
2009,4,3.3,2.1,4,"ESP"
2010,3.8,3.1,2.1,4,"ESP"
2011,3.7,3,2.1,4,"ESP"
2012,3.6,2.9,2.1,4,"ESP"
2013,3.5,2.8,2,4,"ESP"
2014,3.4,2.8,2,4,"ESP"
2015,3.3,2.7,1.9,4,"ESP"
2016,3.3,2.7,1.9,4,"ESP"
2017,3.3,2.7,1.9,4,"ESP"
2018,3.3,2.7,1.8,NA,"ESP"
2019,3.3,2.7,1.8,NA,"ESP"
2000,10.9,8.7,5.3,29,"EST"
2001,10.1,8,4.8,27,"EST"
2002,9.3,7.3,4.4,25,"EST"
2003,8.5,6.7,4,20,"EST"
2004,7.8,6.2,3.7,18,"EST"
2005,7.2,5.7,3.4,18,"EST"
2006,6.6,5.2,3.1,16,"EST"
2007,6,4.7,2.8,17,"EST"
2008,5.5,4.3,2.5,14,"EST"
2009,5,4,2.3,14,"EST"
2010,4.6,3.6,2.1,11,"EST"
2011,4.2,3.3,1.9,13,"EST"
2012,3.9,3,1.7,12,"EST"
2013,3.6,2.8,1.6,10,"EST"
2014,3.3,2.6,1.5,11,"EST"
2015,3.1,2.4,1.4,10,"EST"
2016,2.8,2.2,1.3,11,"EST"
2017,2.6,2.1,1.2,9,"EST"
2018,2.4,1.9,1.1,NA,"EST"
2019,2.3,1.8,1,NA,"EST"
2000,140.7,87.2,48.6,1030,"ETH"
2001,134.6,83.8,47.8,988,"ETH"
2002,128.3,80.3,46.8,985,"ETH"
2003,121.8,76.7,45.8,972,"ETH"
2004,115.3,73.1,44.8,929,"ETH"
2005,108.9,69.5,43.7,865,"ETH"
2006,102.8,66.1,42.6,795,"ETH"
2007,97,62.8,41.4,731,"ETH"
2008,91.6,59.8,40.2,681,"ETH"
2009,86.7,57,39.1,638,"ETH"
2010,82,54.3,37.9,597,"ETH"
2011,77.7,51.9,36.7,558,"ETH"
2012,73.5,49.5,35.5,527,"ETH"
2013,69.6,47.3,34.3,498,"ETH"
2014,65.9,45.2,33.1,472,"ETH"
2015,62.4,43.2,31.9,446,"ETH"
2016,59,41.3,30.7,422,"ETH"
2017,55.9,39.5,29.7,401,"ETH"
2018,53.2,38,28.7,NA,"ETH"
2019,50.8,36.6,27.8,NA,"ETH"
2000,7.140496279,5.884239013,3.877706176,10,NA
2001,6.83937709,5.625409603,3.677050656,10,NA
2002,6.574752141,5.412376897,3.576805734,9,NA
2003,6.356706645,5.241291206,3.446579879,9,NA
2004,6.14406417,5.027960113,3.308757906,8,NA
2005,5.877724441,4.827376575,3.170580312,8,NA
2006,5.61901912,4.645088753,3.050396714,8,NA
2007,5.397930342,4.453884624,2.917450548,7,NA
2008,5.198994395,4.273168131,2.820194334,7,NA
2009,5.01249353,4.102428626,2.74930801,7,NA
2010,4.832654426,3.972907609,2.639593426,7,NA
2011,4.698793109,3.857706011,2.595277219,7,NA
2012,4.543439823,3.760763229,2.550054249,6,NA
2013,4.439953839,3.646518493,2.498191064,6,NA
2014,4.341409145,3.567113205,2.483005354,6,NA
2015,4.255040535,3.512366861,2.422211207,6,NA
2016,4.165583071,3.448654216,2.406155251,6,NA
2017,4.110763789,3.404109399,2.378243797,6,NA
2018,4.031466588,3.340164338,2.341501292,NA,NA
2019,3.943376296,3.287070258,2.316744282,NA,NA
2000,138.5042357,85.88232882,40.48758006,840,NA
2001,134.3396047,83.60793601,39.69128497,822,NA
2002,130.0387841,81.29765864,38.84924764,809,NA
2003,125.7110177,78.95899503,38.04575573,792,NA
2004,121.3666822,76.63154789,37.23107722,764,NA
2005,117.1427705,74.37944927,36.44262884,730,NA
2006,113.0606893,72.18440296,35.68937333,702,NA
2007,109.0644662,70.00219712,34.95893366,676,NA
2008,106.4947574,68.48415946,34.29211062,657,NA
2009,101.8301981,66.20908369,33.61292425,639,NA
2010,99.94993007,64.9876737,33.0177549,623,NA
2011,95.79884657,62.98138961,32.43397185,609,NA
2012,93.34158058,61.60627795,31.92861185,597,NA
2013,90.96704524,60.3523165,31.46546148,585,NA
2014,88.73551393,59.136379,30.98365543,576,NA
2015,86.5315534,57.96462793,30.59514557,561,NA
2016,84.43634055,56.86639653,30.13219254,552,NA
2017,82.030252,55.54172896,29.67919697,542,NA
2018,79.89866916,54.36763158,29.16015349,NA,NA
2019,77.75262979,53.13138866,28.67147982,NA,NA
2000,4.3,3.5,2.5,6,"FIN"
2001,4.2,3.4,2.4,5,"FIN"
2002,4.1,3.3,2.3,5,"FIN"
2003,4,3.3,2.2,5,"FIN"
2004,3.9,3.2,2.1,5,"FIN"
2005,3.7,3.1,2.1,5,"FIN"
2006,3.6,3,2,4,"FIN"
2007,3.5,2.8,1.9,4,"FIN"
2008,3.3,2.7,1.8,4,"FIN"
2009,3.2,2.6,1.8,4,"FIN"
2010,3,2.5,1.7,4,"FIN"
2011,2.9,2.4,1.6,4,"FIN"
2012,2.8,2.3,1.5,4,"FIN"
2013,2.7,2.2,1.4,4,"FIN"
2014,2.6,2.1,1.4,3,"FIN"
2015,2.5,2,1.4,3,"FIN"
2016,2.4,2,1.4,3,"FIN"
2017,2.4,2,1.4,3,"FIN"
2018,2.4,1.9,1.4,NA,"FIN"
2019,2.3,1.9,1.4,NA,"FIN"
2000,22.4,19.1,10.1,51,"FJI"
2001,22.3,19,10.2,49,"FJI"
2002,22.4,19,10.5,48,"FJI"
2003,22.5,19.2,11,48,"FJI"
2004,22.8,19.4,11.4,47,"FJI"
2005,23.1,19.7,11.6,46,"FJI"
2006,23.4,19.9,11.5,44,"FJI"
2007,23.7,20.1,11,43,"FJI"
2008,23.8,20.2,10.3,42,"FJI"
2009,23.7,20.1,9.7,40,"FJI"
2010,23.6,20,9.3,39,"FJI"
2011,23.6,20,9,38,"FJI"
2012,23.5,20,9,38,"FJI"
2013,23.7,20.1,9.1,37,"FJI"
2014,23.9,20.3,9.4,36,"FJI"
2015,24.4,20.6,9.8,35,"FJI"
2016,24.9,21.1,10.2,34,"FJI"
2017,25.5,21.5,10.6,34,"FJI"
2018,26.2,22.1,11,NA,"FJI"
2019,26.9,22.6,11.4,NA,"FJI"
2000,5.4,4.1,2.8,10,"FRA"
2001,5.3,3.9,2.7,10,"FRA"
2002,5.1,3.7,2.7,10,"FRA"
2003,4.9,3.6,2.6,9,"FRA"
2004,4.8,3.4,2.5,9,"FRA"
2005,4.6,3.3,2.4,9,"FRA"
2006,4.5,3.3,2.4,9,"FRA"
2007,4.4,3.2,2.4,9,"FRA"
2008,4.4,3.2,2.4,9,"FRA"
2009,4.3,3.1,2.4,9,"FRA"
2010,4.2,3.1,2.3,9,"FRA"
2011,4.2,3.1,2.3,9,"FRA"
2012,4.1,3.1,2.3,9,"FRA"
2013,4.1,3.1,2.3,9,"FRA"
2014,4.1,3.1,2.4,8,"FRA"
2015,4.2,3.2,2.4,8,"FRA"
2016,4.2,3.2,2.5,8,"FRA"
2017,4.3,3.3,2.6,8,"FRA"
2018,4.3,3.4,2.6,NA,"FRA"
2019,4.3,3.4,2.6,NA,"FRA"
2000,NA,NA,NA,NA,"FRO"
2001,NA,NA,NA,NA,"FRO"
2002,NA,NA,NA,NA,"FRO"
2003,NA,NA,NA,NA,"FRO"
2004,NA,NA,NA,NA,"FRO"
2005,NA,NA,NA,NA,"FRO"
2006,NA,NA,NA,NA,"FRO"
2007,NA,NA,NA,NA,"FRO"
2008,NA,NA,NA,NA,"FRO"
2009,NA,NA,NA,NA,"FRO"
2010,NA,NA,NA,NA,"FRO"
2011,NA,NA,NA,NA,"FRO"
2012,NA,NA,NA,NA,"FRO"
2013,NA,NA,NA,NA,"FRO"
2014,NA,NA,NA,NA,"FRO"
2015,NA,NA,NA,NA,"FRO"
2016,NA,NA,NA,NA,"FRO"
2017,NA,NA,NA,NA,"FRO"
2018,NA,NA,NA,NA,"FRO"
2019,NA,NA,NA,NA,"FRO"
2000,37.8,30.8,20,154,"FSM"
2001,36.7,30,19.6,150,"FSM"
2002,35.9,29.4,19.2,163,"FSM"
2003,35.2,29,18.8,141,"FSM"
2004,34.8,28.7,18.6,137,"FSM"
2005,34.7,28.6,18.5,133,"FSM"
2006,34.6,28.5,18.4,128,"FSM"
2007,34.5,28.4,18.3,123,"FSM"
2008,34.2,28.2,18.2,118,"FSM"
2009,33.7,27.8,17.9,114,"FSM"
2010,33.1,27.4,17.5,110,"FSM"
2011,32.3,26.8,17.1,106,"FSM"
2012,31.6,26.2,16.7,103,"FSM"
2013,30.7,25.6,16.2,99,"FSM"
2014,29.9,24.9,15.6,96,"FSM"
2015,28.9,24.2,15.2,95,"FSM"
2016,28,23.5,14.7,90,"FSM"
2017,27,22.7,14.2,88,"FSM"
2018,26.2,22.1,13.7,NA,"FSM"
2019,25.4,21.5,13.3,NA,"FSM"
2000,82.9,53.3,26.9,380,"GAB"
2001,81.4,52.3,26.6,370,"GAB"
2002,79.6,51.2,26.3,361,"GAB"
2003,77.8,50.2,26,356,"GAB"
2004,75.8,49,25.7,354,"GAB"
2005,73.6,47.7,25.4,348,"GAB"
2006,71.6,46.6,25.1,340,"GAB"
2007,69.2,45.2,24.8,336,"GAB"
2008,66.7,43.9,24.5,332,"GAB"
2009,64.2,42.9,24.2,324,"GAB"
2010,61.7,41.6,23.8,314,"GAB"
2011,59.3,40.4,23.5,304,"GAB"
2012,57.1,39.1,23.1,292,"GAB"
2013,54.9,37.9,22.7,277,"GAB"
2014,52.8,37.2,22.2,267,"GAB"
2015,50.3,36.1,21.8,261,"GAB"
2016,47.4,34.6,21.3,256,"GAB"
2017,45.5,33.7,20.9,252,"GAB"
2018,44.1,32.5,20.5,NA,"GAB"
2019,43,31.5,20.1,NA,"GAB"
2000,6.5,5.6,3.8,10,"GBR"
2001,6.4,5.5,3.7,11,"GBR"
2002,6.3,5.4,3.6,11,"GBR"
2003,6.2,5.3,3.6,11,"GBR"
2004,6.1,5.2,3.5,11,"GBR"
2005,6,5.1,3.5,11,"GBR"
2006,5.9,5,3.4,11,"GBR"
2007,5.8,4.9,3.3,11,"GBR"
2008,5.6,4.8,3.2,11,"GBR"
2009,5.4,4.6,3.1,10,"GBR"
2010,5.2,4.4,3,10,"GBR"
2011,5,4.3,3,9,"GBR"
2012,4.8,4.1,2.9,8,"GBR"
2013,4.7,4,2.8,8,"GBR"
2014,4.5,3.9,2.7,8,"GBR"
2015,4.5,3.8,2.7,8,"GBR"
2016,4.4,3.8,2.7,7,"GBR"
2017,4.4,3.8,2.8,7,"GBR"
2018,4.3,3.7,2.8,NA,"GBR"
2019,4.3,3.7,2.8,NA,"GBR"
2000,36.6,31.9,22.8,31,"GEO"
2001,34.1,29.9,21.7,33,"GEO"
2002,31.5,27.7,20.3,42,"GEO"
2003,28.8,25.5,18.9,37,"GEO"
2004,26.2,23.2,17.4,38,"GEO"
2005,23.6,21,15.9,39,"GEO"
2006,21.3,19,14.5,33,"GEO"
2007,19.1,17.1,13.2,36,"GEO"
2008,17.2,15.4,12,39,"GEO"
2009,15.6,13.9,11,43,"GEO"
2010,14.2,12.7,10.1,32,"GEO"
2011,13,11.6,9.3,32,"GEO"
2012,12.1,10.8,8.6,30,"GEO"
2013,11.4,10.2,8,30,"GEO"
2014,10.9,9.7,7.3,29,"GEO"
2015,10.5,9.4,6.7,27,"GEO"
2016,10.2,9.1,6.2,26,"GEO"
2017,9.9,8.8,5.8,25,"GEO"
2018,9.7,8.7,5.4,NA,"GEO"
2019,9.5,8.4,5.2,NA,"GEO"
2000,99.7,64.3,35.8,484,"GHA"
2001,95.7,62.1,34.9,445,"GHA"
2002,91.9,59.9,34.2,415,"GHA"
2003,88.5,58,33.5,398,"GHA"
2004,85.6,56.4,33,384,"GHA"
2005,83,54.9,32.6,371,"GHA"
2006,80.6,53.5,32.2,359,"GHA"
2007,78,52.1,31.7,349,"GHA"
2008,75.3,50.5,31.2,342,"GHA"
2009,72.3,48.8,30.5,339,"GHA"
2010,69.1,47,29.8,339,"GHA"
2011,65.9,45.2,29,339,"GHA"
2012,62.7,43.4,28.2,336,"GHA"
2013,59.8,41.8,27.5,331,"GHA"
2014,57.1,40.2,26.8,325,"GHA"
2015,54.6,38.8,26,320,"GHA"
2016,52.2,37.4,25.4,314,"GHA"
2017,50.1,36.2,24.7,308,"GHA"
2018,48.1,35,24.1,NA,"GHA"
2019,46.4,34,23.5,NA,"GHA"
2000,NA,NA,NA,NA,"GIB"
2001,NA,NA,NA,NA,"GIB"
2002,NA,NA,NA,NA,"GIB"
2003,NA,NA,NA,NA,"GIB"
2004,NA,NA,NA,NA,"GIB"
2005,NA,NA,NA,NA,"GIB"
2006,NA,NA,NA,NA,"GIB"
2007,NA,NA,NA,NA,"GIB"
2008,NA,NA,NA,NA,"GIB"
2009,NA,NA,NA,NA,"GIB"
2010,NA,NA,NA,NA,"GIB"
2011,NA,NA,NA,NA,"GIB"
2012,NA,NA,NA,NA,"GIB"
2013,NA,NA,NA,NA,"GIB"
2014,NA,NA,NA,NA,"GIB"
2015,NA,NA,NA,NA,"GIB"
2016,NA,NA,NA,NA,"GIB"
2017,NA,NA,NA,NA,"GIB"
2018,NA,NA,NA,NA,"GIB"
2019,NA,NA,NA,NA,"GIB"
2000,164.2,99.9,45.5,1020,"GIN"
2001,157.4,96.2,43.4,1070,"GIN"
2002,150.9,92.7,41.9,1090,"GIN"
2003,144.9,89.5,40.7,1080,"GIN"
2004,139.5,86.5,39.6,1020,"GIN"
2005,134.7,83.9,38.5,920,"GIN"
2006,130.4,81.5,37.4,831,"GIN"
2007,126.6,79.4,36.5,772,"GIN"
2008,123.3,77.6,35.8,754,"GIN"
2009,120.3,75.9,35.3,750,"GIN"
2010,117.7,74.4,34.7,747,"GIN"
2011,115.3,73.1,34.2,748,"GIN"
2012,113,71.8,33.6,744,"GIN"
2013,110.7,70.5,33,731,"GIN"
2014,109.2,69.5,32.4,767,"GIN"
2015,107.3,68.4,31.9,699,"GIN"
2016,104.6,67.1,31.4,621,"GIN"
2017,102.6,66,31.1,576,"GIN"
2018,100.4,64.7,30.7,NA,"GIN"
2019,98,63.4,30.3,NA,"GIN"
2000,113.4,61.6,40.6,932,"GMB"
2001,108.7,59.8,39.8,905,"GMB"
2002,104.2,58.1,39.1,876,"GMB"
2003,99.8,56.4,38.4,843,"GMB"
2004,95.6,54.7,37.7,802,"GMB"
2005,91.5,53.1,37,756,"GMB"
2006,87.6,51.5,36.3,716,"GMB"
2007,83.8,50,35.5,690,"GMB"
2008,80.3,48.6,34.7,675,"GMB"
2009,76.8,47.1,33.9,668,"GMB"
2010,73.6,45.8,33.1,661,"GMB"
2011,70.6,44.5,32.4,656,"GMB"
2012,67.7,43.2,31.7,650,"GMB"
2013,65,42,30.9,644,"GMB"
2014,62.4,40.9,30.1,637,"GMB"
2015,59.8,39.7,29.4,625,"GMB"
2016,57.4,38.6,28.5,611,"GMB"
2017,55.1,37.5,27.8,597,"GMB"
2018,53.1,36.5,27.1,NA,"GMB"
2019,51.2,35.6,26.4,NA,"GMB"
2000,173.8,105,55.3,1210,"GNB"
2001,168.4,102.1,54.2,1180,"GNB"
2002,162.8,99.1,53.3,1150,"GNB"
2003,156.8,95.9,52.5,1110,"GNB"
2004,150.7,92.6,51.7,1050,"GNB"
2005,144.5,89.2,50.9,979,"GNB"
2006,138.3,85.9,49.8,912,"GNB"
2007,132.2,82.5,48.7,860,"GNB"
2008,126.1,79.1,47.5,827,"GNB"
2009,120.2,75.9,46.2,800,"GNB"
2010,114.5,72.6,44.8,779,"GNB"
2011,109.1,69.6,43.6,762,"GNB"
2012,104.2,66.8,42.3,744,"GNB"
2013,99.7,64.3,41.2,726,"GNB"
2014,95.7,62.1,40.2,711,"GNB"
2015,92.1,60,39.2,694,"GNB"
2016,88.7,58.1,38.4,679,"GNB"
2017,85.5,56.3,37.5,667,"GNB"
2018,82.5,54.6,36.7,NA,"GNB"
2019,79.6,53,35.9,NA,"GNB"
2000,155.7,107.1,44.3,454,"GNQ"
2001,151.4,104.4,43.7,421,"GNQ"
2002,147.1,101.7,42.9,392,"GNQ"
2003,142.8,99,42.1,370,"GNQ"
2004,138.2,96.1,41.2,357,"GNQ"
2005,133.5,93.2,40.2,344,"GNQ"
2006,129,90.3,39.1,331,"GNQ"
2007,124.4,87.4,37.9,322,"GNQ"
2008,119.7,84.5,36.9,314,"GNQ"
2009,115.3,81.7,35.9,310,"GNQ"
2010,111.2,79.1,35.1,308,"GNQ"
2011,107.4,76.7,34.3,308,"GNQ"
2012,103.6,74.3,33.7,305,"GNQ"
2013,100.2,72.1,33,300,"GNQ"
2014,96.8,69.9,32.5,295,"GNQ"
2015,93.2,67.6,31.8,296,"GNQ"
2016,90,65.6,31.2,301,"GNQ"
2017,86.9,63.6,30.5,301,"GNQ"
2018,83.9,61.7,29.9,NA,"GNQ"
2019,81.2,60,29.2,NA,"GNQ"
2000,6.4,5.6,3.9,3,"GRC"
2001,6,5.2,3.6,3,"GRC"
2002,5.6,4.9,3.3,3,"GRC"
2003,5.2,4.6,3,3,"GRC"
2004,4.9,4.3,2.7,3,"GRC"
2005,4.6,4,2.5,3,"GRC"
2006,4.3,3.8,2.4,3,"GRC"
2007,4.1,3.6,2.2,3,"GRC"
2008,4,3.5,2.1,3,"GRC"
2009,3.9,3.4,2.1,3,"GRC"
2010,3.9,3.4,2.1,3,"GRC"
2011,4,3.5,2.2,3,"GRC"
2012,4,3.5,2.3,3,"GRC"
2013,4.1,3.6,2.4,3,"GRC"
2014,4.3,3.7,2.6,3,"GRC"
2015,4.4,3.8,2.6,3,"GRC"
2016,4.4,3.9,2.6,3,"GRC"
2017,4.3,3.8,2.6,3,"GRC"
2018,4.2,3.7,2.5,NA,"GRC"
2019,4.2,3.7,2.5,NA,"GRC"
2000,15.5,12.9,8,38,"GRD"
2001,15.2,12.8,8,36,"GRD"
2002,15,12.6,8,34,"GRD"
2003,14.8,12.5,8,34,"GRD"
2004,14.7,12.5,8,38,"GRD"
2005,14.6,12.4,8,33,"GRD"
2006,14.6,12.5,8,31,"GRD"
2007,14.6,12.5,8.1,31,"GRD"
2008,14.7,12.7,8.3,30,"GRD"
2009,14.9,12.8,8.6,30,"GRD"
2010,15.1,13,8.9,29,"GRD"
2011,15.3,13.3,9.3,28,"GRD"
2012,15.5,13.5,9.7,28,"GRD"
2013,15.8,13.8,10.1,27,"GRD"
2014,16,14,10.5,26,"GRD"
2015,16.2,14.3,10.7,25,"GRD"
2016,16.4,14.5,10.9,25,"GRD"
2017,16.6,14.6,11.1,25,"GRD"
2018,16.6,14.7,11.1,NA,"GRD"
2019,16.5,14.7,11.1,NA,"GRD"
2000,NA,NA,NA,NA,"GRL"
2001,NA,NA,NA,NA,"GRL"
2002,NA,NA,NA,NA,"GRL"
2003,NA,NA,NA,NA,"GRL"
2004,NA,NA,NA,NA,"GRL"
2005,NA,NA,NA,NA,"GRL"
2006,NA,NA,NA,NA,"GRL"
2007,NA,NA,NA,NA,"GRL"
2008,NA,NA,NA,NA,"GRL"
2009,NA,NA,NA,NA,"GRL"
2010,NA,NA,NA,NA,"GRL"
2011,NA,NA,NA,NA,"GRL"
2012,NA,NA,NA,NA,"GRL"
2013,NA,NA,NA,NA,"GRL"
2014,NA,NA,NA,NA,"GRL"
2015,NA,NA,NA,NA,"GRL"
